,resource_state,name,distance,moving_time,elapsed_time,total_elevation_gain,type,sport_type,id,start_date,start_date_local,timezone,utc_offset,location_city,location_state,location_country,achievement_count,kudos_count,comment_count,athlete_count,photo_count,trainer,commute,manual,private,visibility,flagged,gear_id,start_latlng,end_latlng,average_speed,max_speed,has_heartrate,average_heartrate,max_heartrate,heartrate_opt_out,display_hide_heartrate_option,upload_id,upload_id_str,external_id,from_accepted_tag,pr_count,total_photo_count,has_kudoed,suffer_score,athlete.id,athlete.resource_state,map.id,map.summary_polyline,map.resource_state,workout_type,elev_high,elev_low,average_watts,kilojoules,device_watts
65,2,Morning Run,8877.4,2683,3414,74.2,Run,Run,5695286406,2021-07-27T12:51:58Z,2021-07-27T07:51:58Z,(GMT-06:00) America/Chicago,-18000.0,,,,1,21,0,6,0,False,False,False,False,everyone,False,g7318269,"[44.778175, -93.164755]","[44.778761, -93.163637]",3.309,5.5,True,169.6,187.0,False,True,6058138367.0,6058138367,470B56B7-1058-4F07-A526-C2FF5D5EDF31,False,1,0,False,80.0,50715143,1,a5695286406,qvhpGvfswPlAzAD@Vl@VpBN\HFl@Rl@GNGf@k@DUA{@Go@?sBMcAIuAYeAEc@?WJuCp@aEFyACMc@a@Ye@_@kAO}@A{@\iBIqB@UT_@@eADOLEZHPIp@o@BW?cACYKa@GOOMe@}@o@aB]SUA{APm@]IAMICMB]Zm@JIn@MVQFIt@wBd@QHYP[T{@EyAY}@SUWMGK?{@GUk@qAIk@GMi@i@y@e@U[[MKCkATQAEKCWHw@Ag@YyDBMLMr@SJBp@h@RH\@LMn@aAZUFO@[Gm@Y}@IwA?WLk@L{AHSfBaBV{@LSd@UHWJKRAVULSH{ARo@OaAH}@\uBIq@cAoBO}@O[MKaAUW]_@uAO[uAoAUc@Qs@GwAUo@OgACe@DoACk@Ks@Ai@HuBXa@dAa@PSLSTs@F_@?e@Qm@[c@s@s@e@k@oA{@g@KsCHe@NOLq@~@{@dCc@l@YBc@GmAc@aCi@g@[KMIa@Fi@Te@n@w@`@s@Rq@De@AUGWi@cA?Q@OC]GKe@[GMCW@OLa@Rc@Js@YUYO_@m@s@}@GOASBMT_@D[[c@MGq@EKIU{@UWGEe@LaABs@l@{@`@k@J_@GGEKWM_A[c@G[e@g@u@a@s@m@KGg@?eBd@SICI@UVuAPk@_@nCGPI`@Ux@O|@KxAGTGFOB]SWEY@MHCZe@nB?RBLVNzADr@E\@XLb@x@Fl@DdAOlABp@FRTl@Xb@n@h@t@JHLJ^Ah@In@Mb@K|@K^m@rAMbD@XLl@Bv@bBhDPf@BP?rANlACt@GPS^o@bACNDVAL_@pAAVBf@?|BDNZn@`@`Br@~@f@dAj@l@xA`ADL?jAEr@?Z@NFRVVp@LJFXn@d@ZZb@NnA^lBVf@ZrAHd@p@nBRfAf@`@HL?FQv@FfBCJWZI`@@Hr@`A`@xC\XzAVJJFRd@j@tARPLFP@PObAE`AM`@y@nBe@j@_@ROP]|@UZIPBPJRf@Xr@p@|@f@RPNTXr@Jl@GtA?nANpBDbCItAEf@LnBHb@N\`@zAXlAn@tAr@fBJt@T|@L|@@p@EnAD`ACj@JTZJRAJGFWASBADh@,2,0.0,299.6,270.8,,,
66,2,Evening Run,5390.8,1597,2979,3.4,Run,Run,5692995046,2021-07-27T01:27:37Z,2021-07-26T20:27:37Z,(GMT-06:00) America/Chicago,-18000.0,,,,3,16,0,2,0,False,False,False,False,everyone,False,g6185645,"[44.662571, -93.256411]","[44.662689, -93.255039]",3.376,8.6,True,169.7,198.0,False,True,6055747359.0,6055747359,CFB1F299-3D32-4CA8-AA29-D5B699AEC2E1.fit,False,1,0,False,45.0,50715143,1,a5692995046,adroGrcexPZGj@HP?TEPKTUJYDc@CUO[MK[OWIa@Ci@?WBa@JQJSVIVCTBVJ\NPVNTFb@Dp@?fAGk@TUBIIHOLGRCT?ODDAEJIHSO?CAHE@P?LEZQJKJ[Dg@E]IUWU]MWEg@Ac@Bg@L]VQXCP?b@DPPV\Tf@HdCFC@IGMYP?aAl@K@AAFEXIWJQ?JEv@COE?Gb@KXULSDSBSCSKWMMYOg@Ik@Ac@B_@FSJ]TGNCNDVLZLTPNXNZJb@Ff@@v@ACCAEFa@OC?BCA?BEDi@`@PCU?FIPCJB[FCAXBAG\c@Ja@@YASK[UYc@We@Os@Eg@Ba@LIFILCNR`@RX^ZvAx@XViDmGDNAXKRm@fAGZC^Db@ZzARfC@bAGlB@t@Hj@n@bCXdBBbA?lASzH@xDDv@H^Vd@FHF@JCPWf@yAb@aArBsDpBiEhBaD`@iAbAiBtB_EpAsC@KEUc@cAOe@A[DYJ_@Rc@xC{Fl@sAAc@ScCIsBMu@EEg@?oCBiI?i@B{@JIb@EfAFfEAf@Cb@k@B{A?cCD,2,0.0,304.9,300.3,,,
67,2,Morning Run,11711.3,3093,3622,87.0,Run,Run,5689939407,2021-07-26T12:56:29Z,2021-07-26T07:56:29Z,(GMT-06:00) America/Chicago,-18000.0,,,,0,18,0,4,0,False,False,False,False,everyone,False,g6819617,"[44.779283, -93.162235]","[44.778563, -93.163134]",3.786,5.9,True,179.2,202.0,False,True,6052571028.0,6052571028,822C4044-2A5F-4A7A-85CD-EFECA6992285.fit,False,0,0,False,133.0,50715143,1,a5689939407,o}hpG~vrwPB?BDFj@@t@Cv@Gs@?uBD`A@~A@_ACcA?fBCJK]Ba@Iw@]kBYgA}@cCo@qB[sAMw@IgACs@?iEE_CBq@DOJKJCr@A\G`@S\_@@ICUYaAKe@@SPm@N_@rA_CH]HeA?y@Ks@]cAMi@I}@?o@FkAVuBNg@h@eAJ_@Fc@Bw@G_C?k@XIV?zA^ZD\WV]Zm@Ro@CaAUwBCm@LqAP}@`AsAbAkB`@e@VMZG^?l@DXAJk@Fw@DyBGaE?yJDgHCwEBwD@uLEwGBqCA}EFgNCqIByLE_L@eHDoAPu@JMd@AVBb@PnBnAfAx@bCfCp@l@h@ZvBdAfAr@`Ar@LL`@f@d@v@b@x@g@o@_ByB[]]W}C_BuBqAyEyDaBiAw@[a@CIBQ`@Gb@ErABlCJvEI`IBxGC~KDfFAxGC`DAlGCdDBdU?lFCvD?fHmAfP?eDR{CBg@Co@QcA]}@c@w@e@e@u@c@a@YyAiBq@eAUe@Ok@W{AMeAGoA?qADeBLuALu@Rm@P]n@u@Re@FW@WCo@ESIQW_@g@c@yB}AOOCE@CL?XHXP\Vb@f@tAdB\n@?NGb@[`Ac@n@{@|@MTGXAh@@bBE`CBx@NzAA~BBHXb@`BxAX\Tf@r@pBLh@NdBt@jBLd@FbBLnB?jAIx@MZQTq@h@WXwAlB_@p@Yz@QbAC|@H~@VrADb@CT[r@i@t@MLWJQ@UEy@a@]KM@KDMREV?VPfDC`AKh@c@x@Yz@Mx@GhA@vABv@j@nANn@@j@Iv@If@K`@Ul@_AhBO`@EVCT@b@XrA@R_@`@u@b@[Hu@HD~CE|C@b@BJ\h@b@f@b@^n@`@PNLV^bBVp@d@p@lBdBJRJ`@Hd@Bh@CtAM|@g@fB,2,0.0,297.9,281.9,,,
68,2,Morning Run,9689.8,3111,3606,73.4,Run,Run,5679927083,2021-07-24T14:10:08Z,2021-07-24T09:10:08Z,(GMT-06:00) America/Chicago,-18000.0,,,,4,16,0,3,0,False,False,False,False,everyone,False,g6185645,"[44.786217, -93.129047]","[44.786097, -93.128669]",3.115,5.5,True,157.9,178.0,False,True,6042076740.0,6042076740,F8290B0F-2AF3-4F4E-BDAA-A0AF52A087C7,False,0,0,False,55.0,50715143,1,a5679927083,yhjpGpglwPY|@SbCa@nA]hCMTK@aA][NIRInAMr@?RJ\LFpCDZDTTd@lAF\?p@QdBDh@Pj@n@t@`@Vf@Fj@TH`@a@hCKx@u@rBKd@GfCJr@?x@n@~@^pA^x@F`BLfAAn@EZkAzBBj@YlBB`BA^@Th@rAJ~@^v@f@n@BVS|@g@z@e@vAg@n@IPa@jBQHKCMIISQmAGuAUs@U[SGm@Ag@XM`@?d@Xx@Df@GbBEVS`@UN]Dk@Fs@C}@Re@XO^W\eA_@s@?WU?e@Vk@D[CyAGm@Bw@N}@G_@HDBPUtB@nCATSXI^F^V^dCDFKLc@PUlA_@j@Bx@SZBTM\q@FiAAiAQy@?c@Ja@TUj@Ft@\\xA^hCHLJBPG\k@XwAh@eAPw@t@gAVy@Gi@eAsAw@yBIyCDo@Nq@PmA|@eBLk@G}E[mAg@gAw@{@_@kBPkCr@sBb@uBRsBEg@MW_AOeAo@U[SyAFw@GeBASWm@QSa@MkBIm@JYSEg@TqB^e@RG|@HZQTw@PkB\wAx@FhAQj@f@z@p@t@VJLJTXRZrALPVFVExB}@`BAZN`@r@X?|@VJHBNYt@Hd@rAnC^PNRCLg@|@G\FZf@XX\CbAp@`B@l@Gd@Qf@}AvBIx@GH{Aj@k@^[I}@s@o@mAESB}@Ja@Gm@CoAg@s@k@i@a@CYJo@|@e@lAa@j@UL_@f@MXAJFTTXl@?TLJf@LzAb@nABz@DRLTj@\FJERWPcA^M\F^dArA^p@pA`BBRUd@?TTT`ARVR@LUf@QbBHtA@~@Gd@]lAL}AC}A@s@Hm@h@oB?WKUMEs@@]OIMA]HgAOi@MYuBkC]k@?c@FKtAe@LK@MCOq@g@OYm@mDAu@Gg@GMm@TMAMOIu@B]DM~@{@b@w@n@eBv@ARLdAnABf@Ll@?Z[bAANBXv@xAzAdARGj@g@d@I\Qp@iBlAcBVm@Nw@Ci@m@cBBMEWOQk@SM]Aa@|@uB?KCQMBcAy@c@e@GQOi@Xw@BQI_@[Uq@BOGOm@WW{@Pq@GoBxA{@@KEMUY{AKQQIKUq@AsA{@a@e@QEyBZMOPaBx@yC,2,0.0,288.8,265.1,,,
69,2,Morning Run,13498.7,3738,4387,108.2,Run,Run,5674073069,2021-07-23T12:39:01Z,2021-07-23T07:39:01Z,(GMT-06:00) America/Chicago,-18000.0,,,,0,29,0,4,0,False,False,False,False,everyone,False,g6819617,"[44.779232, -93.163206]","[44.778423, -93.163508]",3.611,7.2,True,176.6,200.0,False,True,6035965933.0,6035965933,4367A76F-0E3B-4AD9-B476-009A02645264,False,0,0,False,148.0,50715143,1,a5674073069,e}hpG`}rwPL@Cq@GSBi@ES?s@QmAu@{CoBiFYgAQoB?s@Hh@HvARzAbBjEdAlD`@fCE|AIaA?mAFl@AvBEHGk@FcCHl@@j@CnAO]BkCHn@CxBMg@?wAH~BDeCEe@a@cAQiAg@uAm@aCo@}Aw@_DHyHKiB?c@F]JKJ@NZHBnAq@h@ID]Im@YWGKD{@\kAbAqAXk@HmALu@?e@eAqBEQ?]L}@@aBRaBAo@BSr@STcAJy@EmASeBDs@JM|@GZLXRr@Lh@gA`@YHW?m@Ig@W}@EgAf@iDXShAeAPYPi@d@[R_@dA]tA@CeKHmBAaBDiBMoFDuBAqAHyAQsBDqLE{GFcMFwBA_EBqAG{BByBGeDD}A@}EEgFN}GG}GJkEH]FQTK\@d@R`At@tChCr@t@`BtApEtBnA|@xBtC`@|@tAbCbBjDb@bAg@m@cCgEo@wAgBeDkAwA}AaA}DuBuAeAi@m@wC{BmC{ASHINIl@EpDJhGGtA@|AJjFIr@AtAB`RC~FBpCI~GH~BIbIFrA?|AElDDhEIpCBvAC~ABbFC|C?hR{Aq@B_ATaAQqA@UHa@r@mBKi@oAeCSaAUe@WSg@D[MKO_@wAOYy@{@y@g@IOM}@@k@Ai@Sm@KsAFiB?}@GgAD}ABQP[`Ak@x@qAJW@]Ge@MYaByAa@o@wA{@a@Gw@V}A@m@RYTW`@g@vAa@x@a@d@gAAo@[u@I{Aa@q@e@YKw@Hu@f@YBiAg@}@eBFiEG]SO]q@_A_@YBo@jASj@eAhAW\Sp@Db@TXTK\BZ\FzAd@nBAb@Bd@DNn@x@EZGDeA\EFCRDNfB`Cr@r@^l@DR?N[l@?HRNjARRTBP]nCH~AEt@c@xAo@x@CHBf@j@bCCxAQ`@O`@i@l@_@v@m@l@@h@DNd@^d@LJPXfAb@^d@n@TfB`AdC^bBVr@VzAn@j@@\Kx@?|@_@tAt@fAZzBD|@RXdAXb@Zv@v@zAJHBDPEl@SvAa@zAu@zAg@f@cApAOZ@Rz@`AjB`Bd@j@Zz@BRIjBD`AJdJRd@rAxAbAZL\@TJf@Zx@H`@T`@TVb@Nt@t@f@bAFZD|@?lBCRWh@IZAl@Fj@@b@,2,0.0,299.8,276.5,,,
70,2,Morning Run,11913.7,4310,4310,0.0,Run,Run,5663404868,2021-07-21T12:37:39Z,2021-07-21T07:37:39Z,(GMT-06:00) America/Chicago,-18000.0,,,,0,12,0,1,0,True,False,False,False,everyone,False,g6185645,[],[],2.764,7.5,True,165.2,200.0,False,True,6024847589.0,6024847589,AFF11D3F-E4E0-4F6D-9B1F-5599DB406C9F.fit,False,0,0,False,118.0,50715143,1,a5663404868,,2,0.0,,,,,
71,2,Morning Run,12520.0,3639,3970,125.2,Run,Run,5657828853,2021-07-20T12:53:31Z,2021-07-20T07:53:31Z,(GMT-06:00) America/Chicago,-18000.0,,,,0,21,0,3,0,False,False,False,False,everyone,False,g6185645,"[44.778423, -93.163989]","[44.778532, -93.163731]",3.441,6.4,True,167.6,185.0,False,True,6019047211.0,6019047211,C35814F9-60A8-4521-87DA-E600B6C8220B.fit,False,0,0,False,104.0,50715143,1,a5657828853,cxhpG|aswPb@nBbBfDl@vBRd@f@\h@B^MXc@Jc@Bg@EaCOiBg@cDGkAR_Cz@iEJmBgAaB_@s@WaAC{@JyAF{BZkBV]t@SVORc@Dg@Gm@Qk@_BcDYa@e@OmAF]C_@SU]AOTg@fBoA~@cBx@kATo@Ba@Cc@Qu@}@wAq@gCa@cAWe@q@m@aAo@eBESGEq@KcG`@W`@AnBf@f@]h@}@Nc@?MY_CCs@@aAJ{@Zw@hCgD|@cAf@}@VyAH}Ch@aCFc@Y_A{AyCWYgAo@[g@_@qAcBqAYa@Qo@g@oFCkFBi@H_@LY|AwAd@u@Jg@Bk@KkAUi@[a@qCkBUY[}BUu@c@m@gA{@VeBEi@We@gDuDc@s@u@qBc@oCe@{A`Ay@^e@\gCE_@cA_CM]BIl@y@x@q@bCuAl@}@@UQeB?q@Hw@l@uCL}@@cAM}@Sa@YOSBSRQh@{@~Ea@|Ak@nAy@z@qAl@wCf@eErAmALs@AYa@_@w@Kg@Iu@?o@JkBG_AQu@Yq@Ya@e@_@WdASvC@dARxCAjAIf@Sn@Wb@a@^i@TiBZWR{@bA_Ap@c@RYC[c@Kc@A[DMjAuAf@u@Rs@Bu@CWMc@c@e@y@]s@EaBrCiAx@wBt@cCMgAf@g@f@Sd@Kl@@f@Hf@h@~AR~@\dFHh@Xd@j@TvCXh@]p@u@`@q@Vu@^iBRm@jBaCLLn@|A{@~EWhAWn@SVULeAD[dB[t@WT{@Ze@Zq@r@_@j@SrAE~AF`CPjBv@zAVv@LbAFdBH\b@c@\k@^}@Ps@Ci@[eB?k@J_@ZY\A\LV`@F^?f@]pCfBr@BPUh@[ZgBp@V^nA~@b@d@Xl@h@hBHf@Bv@UdGBFd@B`AKbCmAMfAq@lCOpBKvC@p@Jt@d@xAt@nAfApAfBtALtCHh@Nb@`@j@`CdCd@jCp@nCfAjDx@vBCrAObCj@xB^zBb@j@bBbAbCj@`@RZ^`@lA~@M~@a@NdBp@pC@pAYpAuAtC]hABh@`@vA@Xo@f@c@RaB@?pAJxEH|AZp@r@bArAlA|AfDhB|AZb@Nb@LbAAtAc@dDQhC,2,0.0,300.3,269.0,,,
72,2,Morning Run,14203.7,3790,4937,109.0,Run,Run,5652453691,2021-07-19T12:36:30Z,2021-07-19T07:36:30Z,(GMT-06:00) America/Chicago,-18000.0,,,,0,26,0,3,0,False,False,False,False,everyone,False,g6185645,"[44.779266, -93.163425]","[44.778781, -93.163881]",3.748,8.6,True,171.3,202.0,False,True,6013466624.0,6013466624,6E2D0638-2584-4556-8678-4D5867163999.fit,False,0,0,False,125.0,50715143,1,a5652453691,k}hpGl~rwPAqAD{CYgA_AwCcB{E[oAO_AG}ADn@Hh@RhA\rAx@rCzAhERr@L~@Bh@At@AkB@P@`AEt@Oe@GgA?WFNFf@Bd@?h@A?CMCu@@aABDDj@@t@AXGQEu@FsBScAg@oB_@aAeA{Be@qAScAGs@CqBKkD?{AFgBNCj@?VGr@Y^[@EAQSgACY@a@D[Ts@hAcBNYBMJgA@kAaA{CAcBHiBPkANe@r@kAJm@?aASuC?YBSNUTIJAXD~@^\@NCLGTU^q@Ja@Cq@UkBC{@Bi@Fq@P}@Xc@lAsAv@qA\_@VQ\Mf@Ih@GTGHKBi@?uCI_J@aHFsHEuP@qDG{FLeMEeIFiLAuDBkDEiJDmBFq@F\Dz@@~DCr@En@G^KVi@LkAFqA?sBIe@BYHUNa@^AL^p@b@J\LbAj@^Nd@LVBb@@REh@g@f@{@b@kABS@e@@}BG_KD{FDu@Fi@FMRGb@Cd@LTLtChBt@j@KCc@YcBmAcAk@i@OQCU@IFM`@Ip@GdBR|ICtCB~CGpJ?zGBvEClE@hCGpD?fGGtIJlOGpKD`GGhJ?nCKNgATIqA?m@Du@RaBBq@Gq@[gAQc@S[a@c@w@e@SUiAaBgAyA[i@Qi@a@gBKqAEgC@sCHsALm@Rg@T]x@u@TWPc@He@Ok@Wo@g@s@c@g@][e@[k@W_@Kg@@eBTYHa@Pe@`@Wb@m@`BS\_@b@a@@a@EyBg@s@UiAi@_@IY?UDyAp@g@Sa@Y[]Uc@M_@AKF_CAo@G]Qc@[a@]YWGK?OD[Zy@zAeAzAMVEXDTLPPFv@RZhCf@`CRl@f@~@WX}@f@CFDNPf@Vd@d@p@t@`AVb@FX@XEjArAl@BL?r@GzACdBCh@Sv@o@~AEPXtCFnAATIh@Qh@Wd@cA~AO^AHRRt@f@RPjApBPf@nB`I`@rAf@lAb@ZE`AInA_@pB`@bANb@d@pC\PbA^jAx@pA\JBHJ?n@KjAO~@Wx@Wl@Yd@}AlBS`@EVNXRVjBxA^`@Xf@X|@PrJ?hEDbAFr@VvAd@nBjBzEl@vBDpA@zCFl@FNLLTLZL,2,0.0,299.6,276.5,,,
73,2,Morning Run,16113.8,4770,5569,153.8,Run,Run,5642573948,2021-07-17T14:42:37Z,2021-07-17T09:42:37Z,(GMT-06:00) America/Chicago,-18000.0,,,,2,27,0,3,0,False,False,False,False,everyone,False,g6185645,"[44.786067, -93.128307]","[44.785615, -93.127534]",3.378,7.2,True,177.7,200.0,False,True,6003116925.0,6003116925,789A27D6-D1F2-46F7-A382-9CC38198185A,False,1,0,False,200.0,50715143,1,a5642573948,{gjpG|blwPKiDSq@JqCm@{@yAu@s@Xq@dBYP{Cn@i@SsBLwAd@}@dAc@jBHrAdApAZtA\`EAxAJXx@`@vBXfACfBwBlAkFlAgA^s@zACDj@_AtBsAbJ_BEkAvDqAJwBjBUxBB`H`@hBz@vAJxCZ^d@SpAkDCaAo@o@E_AJm@f@a@vAn@FxBi@~AbBTXf@{@zAeABYb@fDjCA|A~@zBSt@B`BYdBD^fAIdBBjA_A?~AkApBFh@WxAE~C|@tDdAjBuCnGk@vBc@CYe@SiCYu@uA[m@|@\bBItBQx@_Bl@yBPiAjAaCa@U_@Fk@Xe@E}BNyCa@aBSEa@hA~@n@UbATrB_AvBI`Ah@pA|C\XdDi@zAlDdCfGkB\@\ZHnAGl@e@jAcBlBo@zBBjAt@pBbBtAbEtAvBf@bB_@dB|BxAnArAJb@UTe@~@yD^eEXaAFt@Xf@xAj@r@z@|C\r@xB|AWZYr@eFXSzCUnBz@p@x@v@hCEfA|A`BV|Ao@lB{@|@g@vAoAl@}@tAtAz@~@Sp@JvBxD^dBCtAS`@c@Vo@WMZ@h@a@|@NzBc@tBl@xCrAfBQdCy@jDOdCf@vBPvGPnAAf@g@`Aw@Hy@YUg@QeBoBiCu@}Ei@Un@z@l@|C|AvCr@fClAj@f@Q^o@Nq@CgEOcCc@yClAaMoAyAa@yAKaBXyACcCNc@J}At@H`@[\mA?mAoBwEy@O{ATsAq@O[Z}@rAs@z@qBn@g@r@gBBuAW_A_Am@CeAy@qC_@e@wB}A{BPGc@R{ASeEH]l@MjAl@r@BbAuATgA_@qACkBd@_DbBaBh@yA~BsBTsBIeBp@iDkBmFqAEg@Q}@eCiCaCBkCYmAAsJZiAbA}@j@gA?wAeC_DoAw@OmCYwAoBsACc@VgBc@UKw@w@SQgA_@m@g@Uu@sC_@g@A}Bs@kAPo@v@u@`@uC_@}Aw@aA?a@v@{@rC}Ap@gANs@Ky@RyChAqEDqAgA_BcAAMj@HjBgAtDaArBiBdBgHlAoA`A[A|@tBPrAp@t@?Ro@vAiCzCIp@TxB}AzBgBp@y@@][U}Am@o@sBe@s@m@gCZc@r@s@fDqAAc@`@YxCbCT}AYGk@XgCp@@Xi@x@aDd@cA\sBtA_EPeB^s@,2,0.0,300.3,265.1,,,
74,2,Morning Run,12408.9,3689,5036,110.3,Run,Run,5636620256,2021-07-16T12:37:08Z,2021-07-16T07:37:08Z,(GMT-06:00) America/Chicago,-18000.0,,,,2,23,2,5,0,False,False,False,False,everyone,False,g6819617,"[44.779171, -93.163693]","[44.778993, -93.16383]",3.364,7.7,True,172.7,199.0,False,True,5996894557.0,5996894557,EB5A0934-16EA-4B9C-BE8C-D681E1820294,False,0,0,False,119.0,50715143,1,a5636620256,y|hpGb`swPMm@FeFEe@cAsDe@cAcAeCW_AO_AYs@E[A[FcDE{@KuEN_@NELDL`@VAh@Wb@a@`@MFK@SEKIO]WKW@y@n@uA^e@n@iA?uANa@?g@YmA_@}@GaBDc@Ae@@WVmA@mAFMt@]D]Tq@AkAKw@KyBPUz@Kf@l@z@FNG\s@n@o@BI@]Ek@]{AEo@Bo@Po@FiAJSZIbAeARg@Ho@JM`@O^e@ZMf@EjA^FNDn@BlBYl@Bm@DE@jBEaADyAFzCAJIy@FwA?VCx@Bj@EwBAd@A}I?mELcD@uAIuHBmJEwA@qDEuDBmBEgEJkIEeC?aCDeE?uIDoCGgIBeCGmD@UNBDXAvAKh@}ALuFKoC|BvAJd@L~@fARHvBJ^ObAqAt@oADQA]BM@@BjDCdB@~CIjGBdDGlKF|FAhIGjA?|@DnB@xEI`NBbCIlILnECpEBbJiBwGE[Ba@J]BYUsA@OF]Xe@\_ADUCe@Qa@}@{AQ_AQa@OSy@?e@a@m@gB]]a@m@[YWe@IEOu@@cA]gAKoBHWDo@I}AHwBBQTi@~AeAn@iABc@Eg@]m@]a@k@[o@u@sAaAuAPcBESJq@r@wAzCS\YTiACmAg@yBk@WOUWIY@_@HY`AeAb@q@J[Hg@A_ACUc@eAAaAEQIUo@o@AGD]^k@DUCKSSo@Ww@_A_@o@EY@O\k@DQMe@OWy@Oa@cAi@Lo@DcAr@iAd@m@BSIIKa@wAk@gA]O[]qAw@c@Ks@Zy@VQEOYTkAZcABQESq@nFIT[|AEpAKTmAK]LMT[vB?LHJlA`@lBCVVTd@XpBAh@Mh@?PV|AN^r@r@LFp@FRTEzAUr@KjAOXa@tAIn@@tALbADpAv@`Cj@lA?n@Bj@Nr@Dj@?h@If@Ux@_@p@Ah@YbB@tAK~@Fn@r@fChAbBnAnAjAr@D\AnCFd@`@Xd@CPFd@|@r@x@HRd@|Ch@vAl@xBb@lALt@\j@DNGrA@XAn@StAd@rANzBJd@LLZHv@@|AbArATVPJf@o@bD]nAg@`A}@x@s@pAEN?PFLn@^nBfBTZ^jAFr@?|CDlAFnDAhDFfALz@j@nBXv@p@hARh@~@hDHd@Dn@CrEBR`@`@,2,0.0,299.6,270.8,,,
75,2,Afternoon Run,2245.1,563,568,11.2,Run,Run,5613562601,2021-07-12T00:15:06Z,2021-07-11T17:15:06Z,(GMT-08:00) America/Los_Angeles,-25200.0,,,,0,9,0,1,0,False,False,False,False,everyone,False,g7318269,"[33.823015, -116.548007]","[33.822459, -116.547882]",3.988,5.8,True,182.7,198.0,False,True,5972881777.0,5972881777,7D1BEED4-CB46-408F-9F58-BA24589C0A48,False,0,0,False,27.0,50715143,1,a5613562601,y`mmE`hjfU}@Ha@Gg@Cg@Fy@EKEGKSGcD?uAG}CG_A@g@Es@BsAE_@DUAq@Dq@As@Fu@G_@@QAs@Fo@BqBEIIC_@D{BDW`@?VEbBB`@CfAD`@EHDAEYAg@DW?mBNsAAKDENDl@El@Aj@@RDDFB~@GXG|@CNCz@Bd@EpBATBf@EjACbBLd@Ez@BnCMx@@d@Bx@ChCDN@`@ZRHH@d@GlA[LCb@H~AFn@F,2,0.0,149.4,138.9,,,
76,2,Afternoon Walk,2150.4,1900,3221,91.7,Walk,Walk,5613567942,2021-07-11T22:09:35Z,2021-07-11T15:09:35Z,(GMT-08:00) America/Los_Angeles,-25200.0,,,,0,10,0,1,0,False,False,False,False,everyone,False,g7318269,"[34.047443, -116.566853]","[34.050464, -116.570291]",1.132,3.3,True,144.6,170.0,False,True,5972887362.0,5972887362,CE42DC4A-FAED-47EA-B126-C4884DC9EAEF.fit,False,0,0,False,13.0,50715143,1,a5613567942,o{xnEz}mfUDPBb@FFLAPKLCv@BHNAt@Hf@^f@d@b@Jb@JRVRNTJFVFTn@JLLHVF\Dj@@^KTKb@_@l@D^Ml@KABE?mB@GBKTIBGCMQMIUG[AIE?IVYR?FG@ECADICECBID@GHQ?EPQLa@JKViA@SASCEECeDYsAGa@Ba@Cg@@e@AU@SF[EI@]PCKC_@EOMAa@RMVIv@GpAGNWJDt@u@hBK|@MJw@VMHyA\KDs@J]NKLCJDHRJFFm@fAMDSAa@g@c@[MLUZEP@ZCB?G,2,,818.1,749.7,,,
77,2,Evening Run,6437.4,1731,1731,0.0,Run,Run,5608081719,2021-07-11T03:27:55Z,2021-07-10T22:27:55Z,(GMT-06:00) America/Chicago,-18000.0,,,,0,16,0,1,0,False,False,True,False,everyone,False,g7318269,[],[],3.719,0.0,False,,,False,False,,,,False,0,1,False,,50715143,1,a5608081719,,2,0.0,,,,,
78,2,Morning Run,4849.2,1698,1715,26.3,Run,Run,5584051800,2021-07-06T12:50:44Z,2021-07-06T07:50:44Z,(GMT-06:00) America/Chicago,-18000.0,,,,0,16,0,1,0,False,False,False,False,everyone,False,g6185645,"[44.778368, -93.163853]","[44.77866, -93.163546]",2.856,5.6,True,150.0,170.0,False,True,5942091282.0,5942091282,F7578423-6532-4A69-B39A-B2233C42734C.fit,False,0,0,False,19.0,50715143,1,a5584051800,wwhpGbaswPTjBPx@Vf@p@|@Vb@L`@PlARh@RT^NZ@ZITQL[Fa@?]]kGI{@YuBA}@JmBLw@l@cCFu@Bs@AIMUm@}@]w@K]Ki@Cy@TeBCsB\qBDOLMLCh@CLELMJWDUBUA_@Gc@M]{@{Ao@{AOSQKUCaAFc@Ac@SSQGKB[LYFMVOx@[ROT_@`@eANW^a@NUJYDYB_@Ag@Gk@K]MWi@i@MU]_B]gASa@]c@wAeA[MUC[BkATSFWLa@lBQnAId@QNa@Pe@J_@@O]SeAIWMMQGMAAHZTPXN\Pv@FLPHXEj@Wd@[XcA^_CJi@d@S~@Uf@Cb@DVL`At@TVX^Th@Tv@^pBJPd@d@RXN^J^Fr@GVO\W`@k@t@cAlBUVs@b@SRQVMVBLPVTPTJ^BhAGN?FD\d@v@|A|@vAP`@F^?ZERIPKL_@N{@JKDGFETWlB?b@DhBKjBB|@Jl@L\NZv@hAB\Al@Gl@g@~BIl@Gv@C~@BfAXzBJhAV~FARMZSTQLMDQBWCWOUYWm@i@uBwAiCOa@_@{AeArAWRG?ECGe@?_@H{@Rc@^W,2,0.0,294.1,281.9,,,
